SUBSTÂNCIA,EAN 3,APRESENTAÇÃO,CLASSE TERAPÊUTICA,DESTINAÇÃO COMERCIAL 
CLORIDRATO DE NARATRIPTANA,    -     ,"2,5 MG COM CT BL AL PLAS PVC/PVDC OPC X 10",N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS,
CLORIDRATO DE NARATRIPTANA,    -     ,"2,5 MG COM CT BL AL PLAS PVC/PVDC OPC X 8",N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 7,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 14,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 28,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 30,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 50,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 56,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 60,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 100,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVC/PE/PVDC TRANS X 30,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVC/PE/PVDC TRANS X 60,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVC/PVDC TRANS X 7,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVC/PVDC TRANS X 30,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVC/PVDC TRANS X 60,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVC/PE/PVDC TRANS X 30,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL/AL X 30,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL/AL X 7 ,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL/AL X 30,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL/AL X 60,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL/AL X 100,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,"2,5 MG COM CT BL AL AL X 10",C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,"2,5 MG COM CT BL AL AL X 30",C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,10 MG COM CT BL AL AL X 10,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,10 MG COM CT BL AL AL X 30,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVC/ACLAR TRANS X 30,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVC/ACLAR TRANS X 60,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVC/ACLAR TRANS X 10,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVC/ACLAR TRANS X 30,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVC/ACLAR TRANS X 60,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 90,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS INC X 28,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS INC X 30,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS INC X 56,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS INC X 90,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS INC X 60,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVC/PE/PVDC TRANS X 90,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 7,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 14,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 28,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 30,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 50,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 56,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 60,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 90,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 100,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVC/PVDC TRANS X 30,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVC/PVDC TRANS X 60,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVC/PE/PVDC TRANS X 28,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 7,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 14,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 28,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 30,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 50,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 56,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 60,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NEBIVOLOL,    -     ,5 MG COM CT BL AL PLAS PVDC OPC X 90,C7A0 - BETABLOQUEADORES PUROS,
CLORIDRATO DE NORTRIPTILINA,    -     ,25 MG CAP DURA CT BL AL PLAS PVC TRANS X 30,N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,
CLORIDRATO DE NORTRIPTILINA,    -     ,25 MG CAP DURA CT BL AL PLAS PVC TRANS X 30,N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,
CLORIDRATO DE NORTRIPTILINA,    -     ,50 MG CAP DURA CT BL AL PLAS PVC TRANS X 30,N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,
CLORIDRATO DE NORTRIPTILINA,    -     ,75 MG CAP DURA CT BL AL PLAS PVC TRANS X 30,N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,
CLORIDRATO DE NORTRIPTILINA,    -     ,10 MG CAP DURA CT  BL AL PLAS PVC TRANS X 30,N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,
CLORIDRATO DE NORTRIPTILINA,    -     ,25 MG CAP DURA CT  BL AL PLAS PVC TRANS X 30,N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,
CLORIDRATO DE NORTRIPTILINA,    -     ,50 MG CAP DURA CT BL AL PLAS PVC TRANS X 30,N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,
CLORIDRATO DE NORTRIPTILINA,    -     ,75 MG CAP DURA  CT BL AL PLAS PVC TRANS X 30,N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,
CLORIDRATO DE NORTRIPTILINA,    -     ,25 MG CAP DURA CT  BL AL PLAS PVC TRANS X 60,N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,
CLORIDRATO DE NORTRIPTILINA,    -     ,25 MG CAP DURA CT  BL AL PLAS PVC TRANS X 30,N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,
CLORIDRATO DE NORTRIPTILINA,    -     ,50 MG CAP DURA CT BL AL PLAS PVC TRANS X 30,N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,
CLORIDRATO DE NORTRIPTILINA,    -     ,75 MG CAP DURA  CT BL AL PLAS PVC TRANS X 30,N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,
CLORIDRATO DE NORTRIPTILINA,    -     ,75 MG CAP DURA CT BL AL PLAS PVC TRANS X 500,N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,
CLORIDRATO DE NORTRIPTILINA,    -     ,25 MG CAP DURA CX BL AL PLAS PVC TRANS X 500,N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,
CLORIDRATO DE NORTRIPTILINA,    -     ,50 MG CAP DURA CX BL AL PLAS PVC TRANS X 500,N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,
CLORIDRATO DE NORTRIPTILINA,    -     ,25 MG CAP DURA CT BL AL PLAS TRANS X 30,N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,
CLORIDRATO DE NORTRIPTILINA,    -     ,50 MG CAP DURA CT BL AL PLAS TRANS X 30,N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,
CLORIDRATO DE NORTRIPTILINA,    -     ,75 MG CAP DURA CT BL AL PLAS TRANS X 30,N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,
CLORIDRATO DE NORTRIPTILINA,    -     ,25 MG CAP DURA CT BL AL PLAS TRANS X 500,N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,
CLORIDRATO DE OLODATEROL,    -     ,"2,5 MCG PUFF SOL INAL CT FR PLAS 4ML + RESPIMAT",R3A3 - ANTIASMÁTICOS/DPOC AGONISTAS B2 LONGA AÇÃO INALANTE,
CLORIDRATO DE OLOPATADINA,    -     ,1 MG/ML SOL OFT CT FR GOT PLAS PE OPC  X 5 ML,"S1G3 - ANTIALÉRGICOS OFTAMOLÓGICOS, MÚLTIPLA AÇÃO",
CLORIDRATO DE OLOPATADINA,    -     ,"2 MG/ML SOL OFT CT FR GOT PLAS PE OPC X 2,5 ML ","S1G3 - ANTIALÉRGICOS OFTAMOLÓGICOS, MÚLTIPLA AÇÃO",
CLORIDRATO DE OLOPATADINA,    -     ,"2 MG/ML SOL GOT OFT  CT FR GOT PLAS PEAD/PEBD OPC X 2,5 ML","S1G3 - ANTIALÉRGICOS OFTAMOLÓGICOS, MÚLTIPLA AÇÃO",
CLORIDRATO DE OLOPATADINA,    -     ,1 MG/ML SOL OFT CT FR GOT PLAS PEBD OPC X 5 ML,"S1G3 - ANTIALÉRGICOS OFTAMOLÓGICOS, MÚLTIPLA AÇÃO",
CLORIDRATO DE OLOPATADINA,    -     ,"2 MG/ML SOL OFT CT FR GOT PLAS PEBD OPC X 2,5 ML","S1G3 - ANTIALÉRGICOS OFTAMOLÓGICOS, MÚLTIPLA AÇÃO",
CLORIDRATO DE OLOPATADINA,    -     ,1 MG/ML SOL GOT OFT CT FR GOT PLAS PEAD/PEBD OPC X 5 ML,"S1G3 - ANTIALÉRGICOS OFTAMOLÓGICOS, MÚLTIPLA AÇÃO",
CLORIDRATO DE OLOPATADINA,    -     ,"2 MG/ML SOL OFT CT FR GOT PLAS PEAD/PEBD OPC X 2,5 ML","S1G3 - ANTIALÉRGICOS OFTAMOLÓGICOS, MÚLTIPLA AÇÃO",
CLORIDRATO DE OLOPATADINA,    -     ,"2 MG/ML SOL GOT OFT CT FR GOT PLAS PEBD/PEAD OPC X 2,5 ML","S1G3 - ANTIALÉRGICOS OFTAMOLÓGICOS, MÚLTIPLA AÇÃO",
CLORIDRATO DE OXIBUPROCAÍNA,    -     ,4 MG/ML SOL OFT CT FR GOT PLAS OPC X 10 ML,S1H - ANESTÉSICOS OFTALMOLÓGICOS LOCAIS,
CLORIDRATO DE OXIBUTININA,    -     ,5 MG COM CT BL AL PLAS PVC TRANS X 30,G4D4 - PRODUTOS PARA INCONTINÊNCIA URINÁRIA,
CLORIDRATO DE OXIBUTININA,    -     ,5 MG COM CT BL AL PLAS PVC TRANS X 60,G4D4 - PRODUTOS PARA INCONTINÊNCIA URINÁRIA,
CLORIDRATO DE OXIBUTININA,    -     ,5 MG COM CT BL AL PLAS TRANS X 30,G4D4 - PRODUTOS PARA INCONTINÊNCIA URINÁRIA,
CLORIDRATO DE OXIBUTININA,    -     ,5 MG COM CT BL AL PLAS TRANS X 60,G4D4 - PRODUTOS PARA INCONTINÊNCIA URINÁRIA,
CLORIDRATO DE OXIBUTININA,    -     ,1 MG/ML XPE CT FR VD AMB X 120 ML + COL,G4D4 - PRODUTOS PARA INCONTINÊNCIA URINÁRIA,
CLORIDRATO DE OXIBUTININA,    -     ,10 MG COM REV LIB PROL CT BL AL PLAS TRANS X 15 ,G4D4 - PRODUTOS PARA INCONTINÊNCIA URINÁRIA,
CLORIDRATO DE OXIBUTININA,    -     ,10 MG COM REV LIB PROL CT BL AL PLAS TRANS X 30 ,G4D4 - PRODUTOS PARA INCONTINÊNCIA URINÁRIA,
CLORIDRATO DE OXIBUTININA,    -     ,5 MG COM CT BL AL PLAS PVC TRANS X 30,G04B4 - PRODUTOS PARA INCONTINÊNCIA URINÁRIA,
CLORIDRATO DE OXIBUTININA,    -     ,5 MG COM CT BL AL PLAS PVC TRANS X 60,G04B4 - PRODUTOS PARA INCONTINÊNCIA URINÁRIA,
CLORIDRATO DE OXIBUTININA,    -     ,5 MG COM CT BL AL PLAS PVC TRANS X 30,G04B4 - PRODUTOS PARA INCONTINÊNCIA URINÁRIA,
CLORIDRATO DE OXIBUTININA,    -     ,5 MG COM CT BL AL PLAS PVC TRANS X 60,G04B4 - PRODUTOS PARA INCONTINÊNCIA URINÁRIA,
CLORIDRATO DE OXICODONA,    -     ,10 MG COM REV LIB PROL CT BL AL AL X 28,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA,    -     ,20 MG COM REV LIB PROL CT BL AL AL X 28,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA,    -     ,10 MG COM REV LIB PROL CT BL AL AL X 10,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA,    -     ,10 MG COM REV LIB PROL CT BL AL AL X 20,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA,    -     ,10 MG COM REV LIB PROL CT BL AL AL X 30,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA,    -     ,10 MG COM REV LIB PROL CT BL AL AL X 60,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA,    -     ,20 MG COM REV LIB PROL CT BL AL AL X 10,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA,    -     ,20 MG COM REV LIB PROL CT BL AL AL X 20,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA,    -     ,20 MG COM REV LIB PROL CT BL AL AL X 30,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA,    -     ,20 MG COM REV LIB PROL CT BL AL AL X 60,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA,    -     ,10 MG COM REV LIB PROL CT BL AL AL X 28,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA,    -     ,20 MG COM REV LIB PROL CT BL AL AL X 28,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA,    -     ,10 MG COM REV LIB PROL CT BL AL AL X 10,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA,    -     ,10 MG COM REV LIB PROL CT BL AL AL X 30,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA,    -     ,20 MG COM REV LIB PROL CT BL AL AL X 30,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA,    -     ,10 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 14,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA,    -     ,10 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 28,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA,    -     ,20 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 28,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA,    -     ,40 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 28,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA,    -     ,10 MG/ML SOL INJ IV/SC CT ENVOL 5 AMP VD TRANS X 1 ML,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA,    -     ,10 MG/ML SOL INJ IV/SC CT ENVOL 5 AMP VD TRANS X 2 ML,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA;CLORIDRATO DE NALOXONA,    -     ,"5 MG + 2,5 MG COM REV LIB PROL CT BL AL AL PVC  X 14",N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA;CLORIDRATO DE NALOXONA,    -     ,"5 MG + 2,5 MG COM REV LIB PROL CT BL AL AL PVC  X 28",N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA;CLORIDRATO DE NALOXONA,    -     ,10 MG + 5 MG COM REV LIB PROL CT BL AL AL PVC  X 14,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA;CLORIDRATO DE NALOXONA,    -     ,10 MG + 5 MG COM REV LIB PROL CT BL AL AL PVC  X 28,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXICODONA;CLORIDRATO DE NALOXONA,    -     ,20 MG + 10 MG COM REV LIB PROL CT BL AL AL PVC  X 28,N2A - ANALGÉSICOS NARCÓTICOS,
CLORIDRATO DE OXIMETAZOLINA,    -     ,"0,25 MG/ML SOL NAS CT FR GOT PLAS OPC X 20 ML",R1A7 - DESCONGESTIONANTES NASAIS,
CLORIDRATO DE OXIMETAZOLINA,    -     ,"0,5 MG/ML SOL NAS CT FR SPR PLAS OPC X 30 ML",R1A7 - DESCONGESTIONANTES NASAIS,
CLORIDRATO DE OXIMETAZOLINA,    -     ,"0,5 MG/ML SOL NASAL CT FR PLAS OPC SPRAY X 15 ML",R1A7 - DESCONGESTIONANTES NASAIS,
CLORIDRATO DE PALONOSETRONA,    -     ,"0,05 MG/ML SOL INJ IV CT FA VD TRANS X 5 ML","A4A1 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS DA SEROTONINA",
CLORIDRATO DE PALONOSETRONA,    -     ,"0,05 MG/ML SOL INJ IV CT FA VD TRANS X 1,5 ML","A4A1 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS DA SEROTONINA",
CLORIDRATO DE PALONOSETRONA,    -     ,"0,05 MG/ML SOL INJ IV CT FA VD TRANS X 5 ML","A4A1 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS DA SEROTONINA",
CLORIDRATO DE PALONOSETRONA,    -     ,"0,05 MG/ML SOL INJ CT FA VD TRANS X 1,5 ML","A4A1 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS DA SEROTONINA",
CLORIDRATO DE PALONOSETRONA,    -     ,"0,05 MG/ML SOL INJ CT FA VD TRANS X 5 ML","A4A1 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS DA SEROTONINA",
CLORIDRATO DE PALONOSETRONA,    -     ,"0,05 MG/ML SOL INJ CT FA VD TRANS X 5 ML ","A4A1 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS DA SEROTONINA",
CLORIDRATO DE PALONOSETRONA,    -     ,"0,05 MG/ML SOL INJ CT FA VD TRANS X 5 ML ","A4A1 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS DA SEROTONINA",
CLORIDRATO DE PALONOSETRONA;NETUPITANTO,    -     ,"0,56 MG + 300 MG CAP DURA CT BL AL AL X 1",A4A9 - OUTROS ANTIEMÉTICOS E ANTINAUSEANTES,
CLORIDRATO DE PAPAVERINA,    -     ,50 MG/ML SOL INJ CT 10 AMP VD AMB X 2 ML,"C4A1 - VASOTERAPÊUTICOS CEREBRAIS E PERIFÉRICOS, EXCLUINDO ANTOAGONISTAS DE CÁLCIO COM AÇÃO CEREBRAL",
CLORIDRATO DE PAROXETINA,    -     ,30 MG COM REV CT BL AL/PLAS TRANS X 30,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,20 MG COM REV CT BL AL/PLAS TRANS X 30,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,10 MG COM REV CT BL AL PLAS INC X 30,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,20 MG COM REV CT BL AL PLAS PVC TRANS X 30,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,20 MG COM REV CT BL AL PLAS PVC TRANS X 10,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,30 MG COM REV CT BL AL PLAS PVC TRANS X 30,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,10 MG COM REV CT BL AL PLAS PVC TRANS X 30,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,10 MG COM REV CT BL AL PLAS PVC TRANS X 10,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,10 MG COM REV CT BL AL PLAS PVC TRANS X 20,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,20 MG COM REV CT BL AL PLAS TRANS X 30,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,15 MG COM REV CT BL AL PLAS TRANS X 10,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,15 MG COM REV CT BL AL PLAS TRANS X 20,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,15 MG COM REV CT BL AL PLAS TRANS X 30,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,25 MG COM REV CT BL AL PLAS TRANS X 10,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,25 MG COM REV CT BL AL PLAS TRANS X 20,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,25 MG COM REV CT BL AL PLAS TRANS X 30,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,40 MG COM REV CT BL AL PLAS TRANS X 20,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,40 MG COM REV CT BL AL PLAS TRANS X 30,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,20 MG COM REV CT BL AL PLAS PVC TRANS X 30 ,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,"12,5 MG COM REV LIB MOD CT BL AL PLAS PVC OPC X 10  ",N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,"12,5 MG COM REV LIB MOD CT BL AL PLAS PVC OPC X 30 ",N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,25 MG COM REV LIB MOD CT BL AL PLAS PVC OPC X 30 ,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 20,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,20 MG COM REV CX BL AL PLAS PVC/PVDC TRANS X 200,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,20 MG COM REV CT BL AL PLAS TRANS X 30,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,20 MG COM REV CT BL AL PLAS OPC X 30,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,20 MG COM REV CT BL AL PVC TRANS X 30,N6A4 - ANTIDEPRESSIVOS SSRI,
CLORIDRATO DE PAROXETINA,    -     ,20 MG COM REV CT BL AL PVC TRANS X 300,N6A4 - ANTIDEPRESSIVOS SSRI,
